Number,image,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
27655,https://www.wga.hu/detail/zgothic/miniatur/1401-450/2french/21religi.jpg,"MINIATURIST, French",(active c. 1450 in Besan?on),Breviary,c. 1450,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1401-1450,The illumination on this folio of a breviary depicts the Presentation of the Madonna in the Temple.
27656,https://www.wga.hu/detail/zgothic/miniatur/1401-450/2french/22religi.jpg,"MINIATURIST, French",(active c. 1450 in Besan?on),Breviary,c. 1450,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1401-1450,The illumination on this folio of a breviary depicts St John the Evangelist on Patmos.
27657,https://www.wga.hu/detail/zgothic/miniatur/1401-450/2french/23religi.jpg,"MINIATURIST, French",(active c. 1450 in Besan?on),Breviary,c. 1450,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1401-1450,The illumination on this folio of a breviary depicts the Archangel Michael saving a soul from the Devil.
27658,https://www.wga.hu/detail/zgothic/miniatur/1401-450/2french/24religi.jpg,"MINIATURIST, French",(active c. 1450 in Besan?on),Breviary,c. 1450,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1401-1450,The illumination on this folio of a breviary depicts the Annunciation to the Shepherds.
27659,https://www.wga.hu/detail/zgothic/miniatur/1401-450/2french/25religi.jpg,"MINIATURIST, French",(active c. 1450 in Besan?on),Breviary,c. 1450,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1401-1450,The illumination on this folio of a breviary depicts the Nativity.
27674,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french1/36seculb.jpg,"MINIATURIST, French",(active c. 1460 in Paris),Trait? du crisme de Vauderie by Johannes Tinctoris,c. 1460,Manuscript (MS Fr 961),"Biblioth?que Nationale, Paris",illumination,other,French,1451-1500,Waldesians worshipping Satan in the form of a goat.
27677,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french1/38seculb.jpg,"MINIATURIST, French",(active c. 1470 in Tournai),Lancelot-Grail,c. 1470,Manuscript (MS Fr 112),"Biblioth?que Nationale, Paris",illumination,other,French,1451-1500,Lancelot's first guilty assignation with King Arthur's unfaithful queen Guinevere.
27690,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french1/45secula.jpg,"MINIATURIST, French",(active late 15th century),Gilles Romain: Livres de Gouvernement des Princes,1480-1500,Incunable (MS 5062),"Biblioth?que de l'Arsenal, Paris",illumination,historical,French,1451-1500,"Street lined with shops: a tailor, furriers, barber and druggist."
27698,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/12hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,Supper at Bethany when Mary Magdalene anoints Christ's feet.
27699,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/13hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,St Martin and the Beggar (the Division of the Coat).
27700,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/14hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,Evangelist St Matthew writing his Gospel.
27701,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/15hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,The illumination on this folio St Nicholas giving dowry to three poor girls.
27702,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/16hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,The illumination depicts a dining man.
27703,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/17hours.jpg,"MINIATURIST, French",(active c. 1455 in Paris),Book of Hours,1455,"Manuscript (74 G 37), 116 x 85 mm","Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500, The illumination depicts two men threshing the corn.
27707,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/21hours.jpg,"MINIATURIST, French",(active 1490s),Book of Hours,1490s,Manuscript,"Cathedral Library, Esztergom",illumination,religious,French,1451-1500,The Death and the Knight.
27708,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french2/22hours.jpg,"MINIATURIST, French",(active 1490s),Book of Hours,1490s,Manuscript,"Cathedral Library, Esztergom",illumination,religious,French,1451-1500,The Legend of the Golden Gate.
27721,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french3/40religi.jpg,"MINIATURIST, French",(active c. 1490 in Paris),Breviary,c. 1490,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,The Pentecost.
27725,https://www.wga.hu/detail/zgothic/miniatur/1451-500/1french3/44religi.jpg,"MINIATURIST, French",(active c. 1500 in Paris),Breviary,c. 1500,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,French,1451-1500,The illumination depicts the baking of bread.
27765,https://www.wga.hu/detail/zgothic/miniatur/0801-850/1german/2lorsch2.jpg,"MINIATURIST, German",(active around 810 in Aachen),Lorsch Gospels,c. 810,Manuscript,"Biblioteca Documenta Batthyaneum, Alba Julia, Romania",illumination,religious,German,0801-0850,Christ in Majesty.
27798,https://www.wga.hu/detail/zgothic/miniatur/1001-050/1/2bamber4.jpg,"MINIATURIST, German",(active 1000-1020 in Reichenau),Bamberg Apocalypse,1000-20,"Manuscript (Ms. Bibl. 140), 295 x 204 mm","Staatsbibliothek, Bamberg",illumination,religious,German,1001-1050,Tthree women at Christ's empty sepulchre.
27815,https://www.wga.hu/detail/zgothic/miniatur/1001-050/2/2henry3.jpg,"MINIATURIST, German",(active 1039-1040 in Echternach),Gospel Lectionary of Henry III,1039-40,Manuscript (Ms. b. 21),"Staats- und Universit?tsbibliothek, Bremen",illumination,religious,German,1001-1050,Labourers working in the vineyard and receiving their wages.
27874,https://www.wga.hu/detail/zgothic/miniatur/1401-450/7other/01_1402.jpg,"MINIATURIST, German",(active 1420s),The Plague as Divine Punishment,1424,Manuscript,"Nieders?chsisches Landesmuseum, Hannover",illumination,religious,German,1401-1450,Christ sends a rain of arrows on the victims.
27893,https://www.wga.hu/detail/zgothic/miniatur/0551-600/genesis2.jpg,"MINIATURIST, Greek",(active 6th century in Jerusalem),Vienna Genesis,6th century,Manuscript (Codex Vindobonensis theol. graec. 31),"?sterreichische Nationalbibliothek, Vienna",illumination,religious,Greek,0551-0600,Jacob Wrestling the Angel and Rebecca and Eliezer at the Wall.
27895,https://www.wga.hu/detail/zgothic/miniatur/0551-600/genesis4.jpg,"MINIATURIST, Greek",(active 6th century in Jerusalem),Vienna Genesis,6th century,Manuscript (Codex Vindobonensis theol. graec. 31),"?sterreichische Nationalbibliothek, Vienna",illumination,religious,Greek,0551-0600,Rebecca and Eliezer at the Wall.
27900,https://www.wga.hu/detail/zgothic/miniatur/0551-600/genesis9.jpg,"MINIATURIST, Greek",(active 6th century in Jerusalem),Vienna Genesis,6th century,"Manuscript (Codex Vindobonensis theol. graec. 31), 333 x 270 mm","?sterreichische Nationalbibliothek, Vienna",illumination,religious,Greek,0551-0600,The meeting of Eliezer and Rebecca at the well is illustrated.
27906,https://www.wga.hu/detail/zgothic/miniatur/0551-600/sinope3.jpg,"MINIATURIST, Greek",(active mid 6th century),Sinope Gospels (Codex Sinopensis),mid 6th century,Manuscript (Ms. suppl. gr. 1286),"Biblioth?que Nationale, Paris",illumination,religious,Greek,0551-0600,The beheading of John the Baptist.
27922,https://www.wga.hu/detail/zgothic/miniatur/1051-100/02_1052.jpg,"MINIATURIST, Greek",(active c. 1100),Illustrated initial,c. 1100,Manuscript (Ms Canon Gr 103),"Bodleian Library, Oxford",illumination,religious,Greek,1051-1100,"Pentecost, the outpouring of the Holy Spirit on the assembly."
27949,https://www.wga.hu/detail/zgothic/miniatur/1351-400/3other/03_1351.jpg,"MINIATURIST, Hungarian",(active in 1360s),Illuminated Chronicle,c. 1360,Manuscript (Cod. Lat. 404),"National Sz?ch?nyi Library, Budapest",illumination,historical,Hungarian,1351-1400,The illumination depicts the Capture of Gyula.
27997,https://www.wga.hu/detail/zgothic/miniatur/0351-400/vergili1.jpg,"MINIATURIST, Italian",(active around 400 in In Rome),Vergilius Vaticanus,c. 400,"Manuscript (Vat. lat. 3225), 225 x 200 mm","Biblioteca Apostolica, Vatican",illumination,mythological,Italian,0351-0400,The flight from Troy.
28000,https://www.wga.hu/detail/zgothic/miniatur/0351-400/vergili4.jpg,"MINIATURIST, Italian",(active around 400 in In Rome),Vergilius Vaticanus,c. 400,"Manuscript (Vat. lat. 3225), 160 x 166 mm","Biblioteca Apostolica, Vatican",illumination,mythological,Italian,0351-0400,The building of Carthage.
28003,https://www.wga.hu/detail/zgothic/miniatur/0451-500/vergili2.jpg,"MINIATURIST, Italian",(active around 500 in Rome),Vergilius Romanus,c. 500,Manuscript (Vat. lat. 3867),"Biblioteca Apostolica, Vatican",illumination,mythological,Italian,0451-0500,Virgil holding a roll with a container for rolls on his left.
28008,https://www.wga.hu/detail/zgothic/miniatur/0351-400/vergili3.jpg,"MINIATURIST, Italian",(active around 400 in In Rome),Vergilius Vaticanus,c. 400,Manuscript (Vat. lat. 3225),"Biblioteca Apostolica, Vatican",illumination,mythological,Italian,0351-0400,This miniature depicts the Death of Dido. 
28011,https://www.wga.hu/detail/zgothic/miniatur/0951-000/3italia3.jpg,"MINIATURIST, Italian",(active 980s in Benevento),Bishop and Clergy,981-87,Manuscript,"Ecclesiastical Co-Cathedral Museum, Canosa di Puglia",illumination,religious,Italian,0951-1000,"A bishop and clergy, with two angels in unseen attendance."
28063,https://www.wga.hu/detail/zgothic/miniatur/1301-350/3italian/33italia.jpg,"MINIATURIST, Italian",(active mid-14th century in Venice),Missal,c. 1350,"Manuscript (Cod. Lat. III, 111)","Biblioteca Nazionale Marciana, Venice",illumination,religious,Italian,1301-1350,"This miniature, depicting St Paul on the Road to Damascus."
28064,https://www.wga.hu/detail/zgothic/miniatur/1301-350/3italian/34italia.jpg,"MINIATURIST, Italian",(active mid 14th century),Gradual,c. 1350,"Manuscript, opaque watercolour and gold on parchment, 521 x 370 mm (sheet)","Fine Arts Museums of San Francisco, San Francisco",illumination,religious,Italian,1301-1350,Two saints are depicted celebrating mass.
28068,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/04herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,Threshing and storing sheaves in a covered shed.
28069,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/05herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,A hen-yard where two cocks prepare for a fight.
28070,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/06herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,"The poor men's meat - tripe and chitterlings - the preparation, cooking and eating."
28071,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/07herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,Cultivating basil.
28072,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/08herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,Bee-hives for the production of honey.
28073,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/09herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,The tailor measures a customer while two assistants cut the woollen cloth.
28074,https://www.wga.hu/detail/zgothic/miniatur/1351-400/2italia/10herbal.jpg,"MINIATURIST, Italian",(active c. 1398 in northern Italy),Tacuinum Sanitatis in Medicina,c. 1398,Manuscript (Codex Vindobonensis S.N. 2644),"?sterreichische Nationalbibliothek, Vienna",illumination,other,Italian,1351-1400,Gathering roasting chestnuts.
28105,https://www.wga.hu/detail/zgothic/miniatur/1401-450/3italian/11secul.jpg,"MINIATURIST, Italian",(active around 1411 in Bologna),Mercato di Mezzo,1411,Manuscript (Cod. N. 92),"Museo Civico Medievale, Bologna",illumination,landscape,Italian,1401-1450,"Bird's-eye view of the market, with its tightly packed stalls and throngs of shoppers."
28153,https://www.wga.hu/detail/zgothic/miniatur/1451-500/2italia3/15religi.jpg,"MINIATURIST, Italian",(active 1450s in Ferrara),Bible of Borso d'Este,1455-61,"Manuscript (Ms. VG 12 lat. 422-23), 375 x 265 mm (folio size)","Biblioteca Estense, Modena",illumination,religious,Italian,1451-1500,Ruth is shown receiving the grain to be taken to the house of Boaz.
28155,https://www.wga.hu/detail/zgothic/miniatur/1451-500/2italia3/17religi.jpg,"MINIATURIST, Italian",(active c. 1470 in Siena),Antiphonary,c. 1470,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Italian,1451-1500,The illumination depicts the Baptism of Christ in the Jordan.
28191,https://www.wga.hu/detail/zgothic/miniatur/1151-200/5other/05_1151.jpg,"MINIATURIST, Netherlandish",(active second half of 12th century in Maas region),Evangeliarum,1150-1200,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1151-1200,The illumination depicts the Evangelist St Mark writing his Gospel.
28200,https://www.wga.hu/detail/zgothic/miniatur/1401-450/5flemish/29nether.jpg,"MINIATURIST, Netherlandish",(active 1438 in Utrecht),Breviary,1438,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1401-1450,St Christopher carrying the Christ Child across the river.
28201,https://www.wga.hu/detail/zgothic/miniatur/1401-450/5flemish/30nether.jpg,"MINIATURIST, Netherlandish",(active 1438 in Utrecht),Breviary,1438,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1401-1450,The illumination on this folio of a breviary depicts the Archangel Michael beating the Devil.
28204,https://www.wga.hu/detail/zgothic/miniatur/1451-500/3flemis3/24brevia.jpg,"MINIATURIST, Netherlandish",(active c. 1460 in Utrecht),Breviary,c. 1460,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1451-1500,The illumination on this folio of a breviary depicts two souls in the Purgatory.
28205,https://www.wga.hu/detail/zgothic/miniatur/1451-500/3flemis3/25brevia.jpg,"MINIATURIST, Netherlandish",(active 1470s in Utrecht),Breviary,c. 1470,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1451-1500,The illumination on this folio of a breviary depicts the Martyrdom of St Sebastian.
28206,https://www.wga.hu/detail/zgothic/miniatur/1451-500/3flemis3/26brevia.jpg,"MINIATURIST, Netherlandish",(active 1490s in Holland),Breviary,1490s,Manuscript,"Koninklijke Bibliotheek, The Hague",illumination,religious,Netherlandish,1451-1500,The illumination on this folio of a breviary depicts the Resurrection of Christ.
28247,https://www.wga.hu/detail/zgothic/miniatur/1451-500/4other/18_1451.jpg,"MINIATURIST, Spanish",(active 1490s),Book of Hours,1490s,Manuscript,"Cathedral Library, Esztergom",illumination,religious,Spanish,1451-1500,Meeting of Madonna and Elisabeth.
28355,https://www.wga.hu/detail/m/mochi/popolo3.jpg,"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",View of the outer facade,1638-52,Photo,"Porta del Popolo, Rome",sculpture,other,Italian,1601-1650,The statues of St Peter and St Paul.
28356,https://www.wga.hu/detail/m/mochi/popolo4.jpg,"MOCHI, Francesco","(b. 1580, Montevarchi, d. 1654, Roma)",View of the outer facade,1638-52,Photo,"Porta del Popolo, Rome",sculpture,other,Italian,1601-1650,The statues of St Peter and St Paul.
28364,https://www.wga.hu/detail/m/moderno/hercules.jpg,MODERNO,"(b. 1467, Verona, d. 1528, Verona)",The Infant Hercules Strangling Two Serpents,c. 1510,"Bronze, 8,6 x 7,5 cm","Metropolitan Museum of Art, New York",sculpture,mythological,Italian,1501-1550,The young god's exuberant strength in strangling the two serpents that attacked him in his cradle is remarkable.
